AEWD_010010	serine hydroxymethyltransferase
AEWD_051410	putative proteasome alpha subunit
AEWD_051420	hypothetical protein
AEWD_051430	hypothetical protein
AEWD_051440	hypothetical protein
AEWD_051450	hypothetical protein
AEWD_051460	hypothetical protein
AEWD_051470	hypothetical protein
AEWD_051480	hypothetical protein
AEWD_051490	hypothetical protein
AEWD_051500	ribosomal protein L30E
AEWD_051510	hypothetical protein
AEWD_051520	protein kinase domain-containing protein
AEWD_051530	Acyl-CoA thioesterase domain-containing protein
AEWD_051540	putative DNA replication factor C complex large subunit
AEWD_051550	PCI domain-containing protein
AEWD_051560	hypothetical protein
AEWD_060010	hypothetical protein
AEWD_060020	hypothetical protein
AEWD_060030	hypothetical protein
AEWD_060040	hypothetical protein
AEWD_060050	hypothetical protein
AEWD_060060	transketolase
AEWD_060070	hypothetical protein
AEWD_060080	hypothetical protein
AEWD_060090	hypothetical protein
AEWD_060100	hypothetical protein
AEWD_060110	hypothetical protein
AEWD_060120	hypothetical protein
AEWD_060130	putative ATPase
AEWD_060140	Rad3-like DNA repair helicase
AEWD_060150	translation initiation factor 2 subunit beta
AEWD_060160	beta-tubulin folding cofactor D
AEWD_060170	hypothetical protein
AEWD_060180	polar tube protein 2
AEWD_060190	polar tube protein 1
AEWD_060200	putative E2F transcription factor
AEWD_060210	transport protein particle complex subunit
AEWD_060220	leucyl-tRNA synthetase
AEWD_060230	hypothetical protein
AEWD_060240	hypothetical protein
AEWD_060250	queuine tRNA-ribosyltransferase
AEWD_060260	DNA-directed RNA polymerase II subunit Rpb10
AEWD_060270	PPIase/rotamase
AEWD_060280	minichromosome maintenance protein
AEWD_060290	transcription initiation factor IIE subunit beta
AEWD_060300	single-stranded DNA-binding replication protein A medium subunit
AEWD_060310	hypothetical protein
AEWD_060320	hypothetical protein
AEWD_060330	RNase PH-like exoribonuclease
AEWD_060340	Mn2+-dependent serine/threonine protein kinase
AEWD_060360	dynactin complex subunit
AEWD_060370	40S ribosome biogenesis GTP-binding protein
AEWD_060380	dUTPase
AEWD_060390	hypothetical protein
AEWD_060400	hypothetical protein
AEWD_060410	N-acetyltransferase
AEWD_060420	nuclear pore complex subunit Nup170
AEWD_060430	Tom40-like porin
AEWD_060440	mevalonate pyrophosphate decarboxylase
AEWD_060450	homeobox domain-containing protein
AEWD_060460	T-complex protein 1 subunit zeta
AEWD_060470	hypothetical protein
AEWD_060480	Tub-like protein
AEWD_060490	TPR repeat-containing protein
AEWD_060500	hypothetical protein
AEWD_060510	hypothetical protein
AEWD_060520	hypothetical protein
AEWD_060530	hypothetical protein
AEWD_060540	hypothetical protein
AEWD_060550	DNA-directed RNA polymerase II subunit RPB3
AEWD_060560	putative HemK-like methylase
AEWD_060570	histidyl-tRNA synthetase
AEWD_060580	hypothetical protein
AEWD_060590	hypothetical protein
AEWD_060600	adenylate kinase
AEWD_060610	hypothetical protein
AEWD_060620	hypothetical protein
AEWD_060630	hypothetical protein
AEWD_060640	hypothetical protein
AEWD_060650	hypothetical protein
AEWD_060660	hypothetical protein
AEWD_060670	phosphotyrosyl phosphatase activator
AEWD_060680	ribonucleoside-diphosphate reductase
AEWD_060690	hypothetical protein
AEWD_060700	insulinase-like Zn-dependent peptidase
AEWD_060710	hypothetical protein
AEWD_060720	vesicle coat complex subunit
AEWD_060730	symplekin domain-containing protein
AEWD_060740	aspartyl-tRNA synthetase
AEWD_060750	hypothetical protein
AEWD_060760	hypothetical protein
AEWD_060770	Snf2/Rad54-like helicase
AEWD_060780	mRNA turnover and stability protein
AEWD_060790	Ssu72-like RNA polymerase II-interacting protein
AEWD_060800	hypothetical protein
AEWD_060810	hypothetical protein
AEWD_060820	preprotein translocase subunit Sec63
AEWD_060830	hypothetical protein
AEWD_060840	hypothetical protein
AEWD_060850	60S ribosomal protein L5
AEWD_060870	ubiquitin C-terminal hydrolase
AEWD_060880	pre-mRNA splicing helicase
AEWD_060890	P-type ATPase
AEWD_060900	acetyl-CoA C-acyltransferase
AEWD_060910	hypothetical protein
AEWD_060920	hypothetical protein
AEWD_060930	hypothetical protein
AEWD_060940	hypothetical protein
AEWD_060950	t-complex protein 1 subunit epsilon
AEWD_060960	putative zinc finger protein
AEWD_060970	hypothetical protein
AEWD_060980	Myb-like transcription factor
AEWD_060990	RNA 3'-terminal phosphate cyclase
AEWD_061000	ribulose-5-phosphate 3-epimerase
AEWD_061010	hypothetical protein
AEWD_061020	zinc finger domain-containing protein
AEWD_061030	hypothetical protein
AEWD_061040	60S ribosomal protein L19
AEWD_061050	mitochondrial sulfhydryl oxidase
AEWD_061060	transcription initiation factor TFIIIB subunit Brf1
AEWD_061070	40S ribosomal protein S18
AEWD_061080	60S ribosomal protein L36
AEWD_061090	hypothetical protein
AEWD_061100	small nuclear ribonucleoprotein
AEWD_061110	hypothetical protein
AEWD_061120	hypothetical protein
AEWD_061130	hypothetical protein
AEWD_061140	hypothetical protein
AEWD_061150	GTP-dependent nucleic acid-binding protein EngD
AEWD_061160	hypothetical protein
AEWD_061170	hypothetical protein
AEWD_061180	hypothetical protein
AEWD_061190	hypothetical protein
AEWD_061200	hypothetical protein
AEWD_061210	TruD-like pseudouridine synthase
AEWD_061220	hypothetical protein
AEWD_061230	ATP-dependent RNA helicase
AEWD_061250	hypothetical protein
AEWD_061260	HMG domain-containing chromatin-associated protein
AEWD_061270	hypothetical protein
AEWD_061280	hypothetical protein
AEWD_061300	ATP-binding protein
AEWD_061310	ATP-binding protein
AEWD_061320	ATP-binding protein
AEWD_061330	diphthamide synthase subunit DPH2
AEWD_061340	hypothetical protein
AEWD_061350	hypothetical protein
AEWD_061360	exonuclease III
AEWD_061370	hypothetical protein
AEWD_061380	ferritin
AEWD_061390	hypothetical protein
AEWD_061400	hypothetical protein
AEWD_061410	hypothetical protein
AEWD_061420	SPX domain-containing vacuolar polyphosphate accumulation protein
AEWD_061430	hypothetical protein
AEWD_061440	translation elongation factor EF-1 alpha
AEWD_061450	40S ribosomal protein S26
AEWD_061460	Cdc50-like protein
AEWD_061470	Sec1-like vacuolar protein sorting-associated protein
AEWD_061480	hypothetical protein
AEWD_061490	L-type amino acid transporter
AEWD_061500	hypothetical protein
AEWD_061510	hemolysin III-like putative integral membrane protein
AEWD_061520	CCR4-NOT transcriptional regulation complex subunit NOT5
AEWD_061530	DNA polymerase sigma
AEWD_061540	nucleoside diphosphate kinase
AEWD_061550	hypothetical protein
AEWD_061560	hypothetical protein
AEWD_061570	hypothetical protein
AEWD_061580	ER lumen protein retaining receptor
AEWD_061600	Psp1-like protein
AEWD_061610	hypothetical protein
AEWD_061620	hypothetical protein
AEWD_061630	hypothetical protein
AEWD_061640	hypothetical protein
AEWD_070010	hypothetical protein
AEWD_070020	hypothetical protein
AEWD_070030	DNA-directed RNA polymerase subunit beta'
AEWD_070040	NGG1p interacting factor 3-like protein
AEWD_070050	60S acidic ribosomal protein P2
AEWD_070060	hypothetical protein
AEWD_070070	gene silencing histone chaperone
AEWD_070080	hypothetical protein
AEWD_070090	hypothetical protein
AEWD_070100	DNA-3'-phosphatase
AEWD_070110	hypothetical protein
AEWD_070120	histidine acid phosphatase
AEWD_070130	ATP-dependent 26S proteasome regulatory subunit
AEWD_070140	hypothetical protein
AEWD_070150	hypothetical protein
AEWD_070160	transcription initiation factor IIE subunit alpha
AEWD_070170	hypothetical protein
AEWD_070190	mitochondrial import inner membrane translocase subunit TIM22-like protein
AEWD_070200	hypothetical protein
AEWD_070210	hypothetical protein
AEWD_070220	hypothetical protein
AEWD_070230	hypothetical protein
AEWD_070240	hypothetical protein
AEWD_070250	hypothetical protein
AEWD_070260	hypothetical protein
AEWD_070270	tRNA/rRNA cytosine-C5-methylase
AEWD_070280	RING-finger domain-containing ubiquitin ligase
AEWD_070290	U2 snRNP/pre-mRNA association factor
AEWD_070300	separase
AEWD_070310	hypothetical protein
AEWD_070320	serine/threonine protein kinase
AEWD_070330	hypothetical protein
AEWD_070340	RNA exonuclease
AEWD_070350	chromosome segregation ATPase
AEWD_070360	hypothetical protein
AEWD_070370	ubiquitin carboxyl-terminal hydrolase
AEWD_070380	hypothetical protein
AEWD_070390	hypothetical protein
AEWD_070400	hypothetical protein
AEWD_070410	hypothetical protein
AEWD_070420	50S ribosomal protein L7Ae
AEWD_070430	hypothetical protein
AEWD_070440	hypothetical protein
AEWD_070450	Cdc46/Mcm ATPase
AEWD_070460	hypothetical protein
AEWD_070470	hypothetical protein
AEWD_070480	serine/threonine kinase
AEWD_070490	hypothetical protein
AEWD_070500	putative ATP binding protein
AEWD_070510	hypothetical protein
AEWD_070520	EPP-like transporter
AEWD_070530	hypothetical protein
AEWD_070540	hypothetical protein
AEWD_070550	26S proteasome regulatory complex protein
AEWD_070560	adrenodoxin-like ferredoxin
AEWD_070570	Rad50-like protein
AEWD_070580	hypothetical protein
AEWD_070590	hypothetical protein
AEWD_070600	hypothetical protein
AEWD_070610	hypothetical protein
AEWD_070620	small ubiquitin-related modifier protein
AEWD_070630	hypothetical protein
AEWD_070640	chromosome segregation ATPase
AEWD_070650	hypothetical protein
AEWD_070660	preprotein translocase subunit Sec62
AEWD_070670	hypothetical protein
AEWD_070680	hypothetical protein
AEWD_070690	hypothetical protein
AEWD_070700	aquaporin
AEWD_070710	hypothetical protein
AEWD_070720	DnaJ-class molecular chaperone
AEWD_070730	nuclear pore protein
AEWD_070740	DnaJ domain-containing protein
AEWD_070750	hypothetical protein
AEWD_070760	glyceraldehyde-3-phosphate dehydrogenase
AEWD_070770	hypothetical protein
AEWD_070780	60S acidic ribosomal protein P0
AEWD_070790	ski2-like helicase
AEWD_070800	RNA polymerase subunit Rpb8
AEWD_070810	hypothetical protein
AEWD_070820	E3 ubiquitin ligase subunit Cullin
AEWD_070830	hypothetical protein
AEWD_070840	RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH subunit TFB4
AEWD_070860	TFIIF-interacting CTD phosphatase
AEWD_070870	alpha/beta hydrolase domain-containing protein
AEWD_070880	hypothetical protein
AEWD_070890	hypothetical protein
AEWD_070900	60S ribosomal protein L24
AEWD_070910	oxidation resistance protein
AEWD_070920	replication protein A subunit RPA3-like protein
AEWD_070930	DNA-directed RNA polymerase subunit Rpb5
AEWD_070940	hypothetical protein
AEWD_070950	diphthamide synthase subunit DPH2
AEWD_070960	hypothetical protein
AEWD_070970	hypothetical protein
AEWD_070980	60S ribosomal protein L37a
AEWD_070990	nucleosome-binding factor SPN subunit POB3
AEWD_071000	WD40 domain-containing protein
AEWD_071010	hypothetical protein
AEWD_071020	proteasome subunit alpha
AEWD_071030	NAD kinase
AEWD_071040	ATP-dependent RNA helicase
AEWD_071050	hypothetical protein
AEWD_071060	hypothetical protein
AEWD_071070	hypothetical protein
AEWD_071080	hypothetical protein
AEWD_071090	hypothetical protein
AEWD_071100	hypothetical protein
AEWD_071110	ATP-dependent DNA helicase RecQ
AEWD_071120	splicing factor 3a subunit 3
AEWD_071130	hypothetical protein
AEWD_071140	hypothetical protein
AEWD_071150	tRNA-dihydrouridine synthase
AEWD_071160	hypothetical protein
AEWD_071170	alpha tubulin
AEWD_071180	hypothetical protein
AEWD_071190	hypothetical protein
AEWD_071200	formin homology 2 domain-containing protein
AEWD_071210	hypothetical protein
AEWD_071220	hypothetical protein
AEWD_071230	hypothetical protein
AEWD_071240	Golgi nucleoside diphosphatase
AEWD_071250	serine/threonine kinase
AEWD_071260	glucosamine-fructose-6-phosphateaminotransferase
AEWD_071270	hypothetical protein
AEWD_071280	Hsp90 ATPase activator
AEWD_071290	hypothetical protein
AEWD_071300	hypothetical protein
AEWD_071310	translation initiation factor IF-2 subunit beta
AEWD_071320	rRNA methylase
AEWD_071330	putative V-type ATP synthase
AEWD_071340	hypothetical protein
AEWD_071350	hypothetical protein
AEWD_071360	ubiquitin/L40 ribosomal protein fusion
AEWD_071370	hypothetical protein
AEWD_071380	60S ribosomal protein L22/L17e
AEWD_071390	proteasome subunit beta type-1
AEWD_071400	hypothetical protein
AEWD_071410	Dopey-like leucine zipper transcription factor
AEWD_071420	hypothetical protein
AEWD_071430	60S ribosomal protein L37
AEWD_071440	hypothetical protein
AEWD_071460	hypothetical protein
AEWD_071480	hypothetical protein
AEWD_071500	type V P-ATPase
AEWD_071510	hypothetical protein
AEWD_071530	hypothetical protein
AEWD_071540	hypothetical protein
AEWD_071550	hypothetical protein
AEWD_071560	threonyl-tRNA synthetase
AEWD_071570	hypothetical protein
AEWD_071580	hypothetical protein
AEWD_071590	hypothetical protein
AEWD_071600	tRNA-dihydrouridine synthase
AEWD_071610	hypothetical protein
AEWD_071620	mRNA decapping enzyme 2
AEWD_071630	26 proteosome regulatory subunit 4
AEWD_071640	hypothetical protein
AEWD_071650	phenylalanyl-tRNA synthetase subunit alpha
AEWD_071660	hypothetical protein
AEWD_071670	putative acetyltransferase
AEWD_071680	transcriptional accessory-like protein
AEWD_071690	40S ribosomal protein S2
AEWD_071700	hypothetical protein
AEWD_071710	hypothetical protein
AEWD_071720	hypothetical protein
AEWD_071730	MADS domain-containing protein
AEWD_071740	RNA polymerase II subunit 7
AEWD_071750	glucosamine 6-phosphate N-acetyltransferase
AEWD_071760	hypothetical protein
AEWD_071770	Myg1-like metal binding protein
AEWD_071780	hypothetical protein
AEWD_080010	hypothetical protein
AEWD_080020	ABCG White-like ABC transporter
AEWD_080030	hypothetical protein
AEWD_080040	hypothetical protein
AEWD_080050	putative small nuclear ribonucleoprotein
AEWD_080060	hypothetical protein
AEWD_080070	clathrin adaptor complex small subunit
AEWD_080080	EF-Hand Ca2+-binding protein
AEWD_080090	hypothetical protein
AEWD_080100	hypothetical protein
AEWD_080110	hypothetical protein
AEWD_080120	hypothetical protein
AEWD_080130	hypothetical protein
AEWD_080150	cyclin-dependent protein kinase
AEWD_080160	GTP-binding protein
AEWD_080170	vacuolar H+-ATPase V1 sector subunit H
AEWD_080180	cyclin
AEWD_080190	hypothetical protein
AEWD_080200	proteasome subunit beta type-2
AEWD_080210	minichromosome maintenance protein
AEWD_080220	hypothetical protein
AEWD_080230	hypothetical protein
AEWD_080240	DNA-directed RNA polymerase
AEWD_080250	putative GTPase
AEWD_080260	hypothetical protein
AEWD_080270	40S ribosomal protein S15
AEWD_080280	hypothetical protein
AEWD_080290	60S ribosomal protein L26
AEWD_080300	RNA binding protein
AEWD_080310	histidine triad nucleotide-binding protein
AEWD_080320	tRNA/rRNA cytosine-C5-methylase
AEWD_080330	histone H2B-like protein
AEWD_080340	hypothetical protein
AEWD_080350	hypothetical protein
AEWD_080360	hypothetical protein
AEWD_080370	hypothetical protein
AEWD_080380	E1 ubiquitin activating enzyme-like protein
AEWD_080390	peptidyl-prolyl cis-trans isomerase
AEWD_080400	hypothetical protein
AEWD_080410	cysteinyl-tRNA-synthetase
AEWD_080420	hypothetical protein
AEWD_080430	hypothetical protein
AEWD_080440	RNA binding domain-containing protein
AEWD_080450	sulfate permease-like protein
AEWD_080460	hypothetical protein
AEWD_080470	Sm-like protein
AEWD_080480	arginyl-tRNA synthetase
AEWD_080500	Zn-finger domain-containing protein
AEWD_080510	hypothetical protein
AEWD_080530	hypothetical protein
AEWD_080540	hypothetical protein
AEWD_080550	60S ribosomal protein L18
AEWD_080560	chromosome condensation complex Condensin subunit G
AEWD_080570	hypothetical protein
AEWD_080580	DNA primase catalytic subunit
AEWD_080590	hypothetical protein
AEWD_080600	DNA-directed RNA polymerase subunit E'
AEWD_080610	hypothetical protein
AEWD_080630	gamma-tubulin
AEWD_080640	vesicle coat complex COPI subunit zeta
AEWD_080650	hypothetical protein
AEWD_080660	Golgi-to-ER retrieval protein
AEWD_080670	hypothetical protein
AEWD_080680	hypothetical protein
AEWD_080690	Rab5-like GTPase
AEWD_080700	MRP-like protein
AEWD_080710	hypothetical protein
AEWD_080720	ERCC4-type nuclease
AEWD_080730	RNA polymerase II subunit Rpb4
AEWD_080740	8-oxoguanine DNA glycosylase
AEWD_080750	hypothetical protein
AEWD_080760	hypothetical protein
AEWD_080770	signal recognition particle protein Srp19
AEWD_080780	hypothetical protein
AEWD_080790	60S ribosomal protein L4
AEWD_080800	hypothetical protein
AEWD_080810	mRNA deadenylase subunit
AEWD_080820	Ubiquitin-conjugating enzyme E2
AEWD_080830	40S ribosomal protein S4
AEWD_080840	endonuclease III
AEWD_080850	kinesin-like protein
AEWD_080860	translation initiation factor 4E
AEWD_080870	hypothetical protein
AEWD_080880	hypothetical protein
AEWD_080890	cyclic nucleotide-binding domain-containing protein
